SECTOR LOS CAOBOS CARACAS DISTRITO CAPITAL ZONA POSTAL 1053;(0412) 707-80-40;J-500540906;CARACAS
50;DROGUERIA BIOFARMACEUTICA C A;AV AV 3 CON CALLE 3 LOCAL GALPON PREMEZCLADOS AGRECONSA NRO 1 ZONA INDUSTRIAL DE PARAMILLO SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0424) 718-10-84;J-500623100;INTERIOR
51;DROGUERIA POLYMAR, C.A;CALLE 2 ENTRE TRANSVERSAL 5 Y 8 LOCAL NRO 44 SECTOR BRISAS DEL AEROPUERTO MATURIN MONAGAS ZONA POSTAL 6201;(0416) 622-79-44;J-297224017;CARACAS
52;DROGUERIA ALFAMEDICAL, C.A.;CALLE 40 CC MONTALBAN NIVEL 2 LOCAL 9 URB MONTALBAN CARACAS DISTRITO CAPITAL ZONA POSTAL 1050;(0414) 377-88-66;J-500029063;CARACAS
53;DROGUERIA YAS MEDIC CA;CALLE 7 LOCAL NRO 15 SECTOR 02 URBANIZACION SIMON RODRIGUEZ EL TIGRE ANZOATEGUI ZONA POSTAL 6050;(0414) 837-18-87;J-411180190;INTERIOR
54;DROGUERIA EDIMECOS, C.A;CALLE NO INDICA, MANZANA N38 CASA PARCELA NRO 22 URB CIUDAD ALIANZA IV ETAPA SECTOR 6-B GUACARA CARABOBO ZONA POSTAL 2015;(0414) 563-04-02;J-404780475;INTERIOR
55;HAZ MEDICA, C.A.;AV BOLIVAR CON CALLE BUENOS AIRES, DIAGONAL BANCO MERCANTIL, LOCAL NRO S/N. URB. LA PLATA. VALERA TRUJILLO. ZONA POSTAL 3101.;(0412) 601-28-63;J-410387300;INTERIOR
56;DROGUERIA Y DISTRIBUIDORA MEDICA CARDIEL, C.A;AV LUIS DEL VALLE GARCIA EDIF OCP N°34 PISO 2 LOCAL P2-15 SECTOR LAS AVENIDAS MATURIN MONAGAS ZONA POSTAL 6201;(0412) 082-37-61;J-409490955;INTERIOR
57;MEDIFAR SALUD, C.A.;CALLE HALLEY EDF MEDIFAR SALUD PISO PB LOCAL 3-38 SECTOR SAN BENITO, VUELTA DE LOLA MERIDA ESTADO MERIDA VENEZUELA;(0274) 417-43-34;J-408342464;INTERIOR
58;DROGUERIA Y SUMINISTROS HERMANOS LINARES, C.A.;AV FRANCISCO DE MIRANDA, CRUCE CON CALLE EL CAMBIO CC CENTRO COMERCIAL FAMA NIVEL P.B. LOCAL 15-4 SECTOR ZONA INUSTRIAL PIÑONAL MARACAY ARAGUA ZONA PO;(0424) 305-12-56;J-500248210;INTERIOR
59;DROGUERIA CIARLEN, C.A.;CALLE LISANDRO ALVARADO ENTRE CALLES MANUEL DIAZ Y BLANCO FOMDONA QTA GRACIA URB SANTA MONICA CARACAS DISTRITO CAPITAL ZONA POSTAL 1040;(0414) 916-96-74;J-308262471;CARACAS
60;DROGUERIA CLIP C.A;AV AV BOLIVAR EDIF TORRE TELOS PISO 2 OF 2 SECTOR EL CAMPITO CHARALLAVE MIRANDA ZONA POSTAL 1210;(0424) 245-32-19;J-500576439;INTERIOR
61;DISTRIBUIDORA LUEPA 147 C.A.;AV BICENTENARIO EDIF MINICENTRO CAVENSE PISO 2 OF L2-5 URB EL TAMBOR LOS TEQUES MIRANDA ZONA POSTAL 1201;(0424) 801-13-96;J-294541470;CARACAS
62;DROCENTER ORIENTE, C.A.;CALLE AZCUE CON AVENIDA BOMBONA EDIF GRUPO CARRERA PISO PLANTA BAJA LOCAL 3 SECTOR CENTRO MATURIN MONAGAS ZONA POSTAL 6201;(0424) 913-01-76;J-411953601;INTERIOR
63;DRODESCUENTO 21, C.A.;CALLE VENEZUELA LOCAL NRO 21 SECTOR SANTA RITA MARACAY ARAGUA ZONA POSTAL 2107;(0412) 879-84-39;J-501029555;INTERIOR
64;DROGUERIA ALDMEDICAL C.A;CR 6 ENTRE CALLES 15 Y 16 LOCAL CENTRO MEDICO QUIRURGICO DR. PLATA C.A. NRO 3 SECTOR CENTRO SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0414) 979-93-82;J-314835246;INTERIOR
65;DROGUERIA J.C. SALUD MEDIC, C.A;AV FRANCISCO DE MIRANDA EDIF TORRE DELTA PISO 9 OF C
SECTOR ALTAMIRA CARACAS (CHACAO) MIRANDA ZONA POSTAL 1064;(0412) 295-81-21;J-501114358;CARACAS
66;DROGUERIA MEDI EXPRESS, C.A;CALLE EL MUEQUE LOCAL NRO 35-38 OF 2 ZONA INDUSTRIAL DE PARACOTOS PARACOTOS MIRANDA ZONA POSTAL 1201;(0412) 993-73-85;J-500127995;CARACAS
67;DROGUERIA JOSKAR C.A.;AV OLIMPICA CON CALLE CEDEÑO CASA 7-16 URB LA
CAROLINA BARINAS BARINAS ZONA POSTAL 5201;(0424) 501-90-41;J-309997807;CARACAS
68;FARMA DON ORIENTE C.A;AV. BOLIVAR CON CALLE PAEZ EDF. MORREALE PB. LOCAL 1 SECTOR CENTRO MATURIN EDO MONAGAS;(0424) 191-79-29;J-317542100;INTERIOR
69;SUMEVE, C.A.;CALLE CARVAJAL EDIF RICAURTE PISO 01 LOCAL 3 SECTOR CENTRO BARINAS BARINAS ZONA POSTAL 5201;(0414) 547-15-87;J-501113840;INTERIOR
70;DISTRIBUCIONES Y REPRESENTACIONES SUMISALUD C.A.;AV PRINCIPAL DE LA URBANIZACION MACARACUAY QTA NORMAGUS PB OFICINA 3 NRO 3 URB MACARACUAY CARACAS MIRANDA ZONA POSTAL 1071;(0424) 191-79-29;J-317598130;CARACAS
71;DROGUERIA GRUPO MAVER, C.A;CALLE 5 CON CALLE 8 EDIF MULIMAR PISO 3 OF , ZONA INDUSTRIAL LA URBINA CARACAS (PETARE) MIRANDA ZONA POSTAL 1050;(0424) 145-36-23;J-501349070;CARACAS
72;DROGUERIA FSP2711, DISTRIBUIDORA DE INSUMOS Y MATERIALES MEDICOS, C.A;CALLE REAL PRADO DE MARIA LOCAL NRO 51 URB PRADOS DE MARIA CARACAS DISTRITO CAPITAL ZONA POSTAL 1010;(0424) 251-75-58;J-501086940;CARACAS
73;CORPORACION YOSMIG, C.A.;CALLE 9 CASA NRO 24 URB LOS GUARITOS III MATURIN
MONAGAS ZONA POSTAL 6201;(0424) 906-31-97;J-407631012;CARACAS
74;DROGUERIA Y SUMINISTROS MEDICOS MEGA, C.A;CALLE MONAGAS #9 EDIF DROSUMECA PISO 01 OF 01 SECTOR CENTRO MATURIN MONAGAS ZONA POSTAL 6201;(0424) 191-79-29;J-411168726;CARACAS
75;SALIDA POR AJUSTE;0;(0424) 224-19-62;J-00000000000;CARACAS
76;DROGUERIA SYMCA C.A. "DROSYMCA";CALLE 5 BIS QTA NRO 2-76 NRO 2-68 URB MERIDA SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0424) 752-64-48;J-305636583;INTERIOR
77;DROMEDQX C.A;CALLE CIRCUNVALACION CASA NRO 93 SECTOR PIÑONAL NORTE MARACAY ARAGUA ZONA POSTAL 2103;(0424) 228-63-15;J-408391023;INTERIOR
78;DROGUERIA METROPOLITANA 2021, C.A;CALLE D EDIF MARIA PIA, Y PISO UNO PISO PB APT , SECTOR ZONA INDUSTRIAL RUIZ PINEDA CARACAS DISTRITO CAPITAL ZONA POSTAL 1010;(0412) 956-68-11;J-501119309;CARACAS
79;DROGUERIA LA PASTORA 2021, C.A;AV MADRID CON CALLE 1A LOCAL CENTRO EMPRESARIAL ALFA NRO 3,4,5,15,16 SECTOR ESTE BARQUISIMETO LARA ZONA POSTAL 3001;(0412) 676-56-78;J-501152276;INTERIOR
80;DROGUERIA ANDINA, C.A;CALLE 5 CON CARRERA 3 EDIF SARAHI PISO 1 APT NRO. A-2 BARRIO URDANETA COLON TACHIRA ZONA POSTAL 5003;(0424) 752-64-48;J-412673963;INTERIOR
81;DROGUERIA SAN JORGE, C.A;CALLE MANEIRO CC BELUNE OFICINA 1-A NIVEL 1 LOCAL 03 SECTOR PUERTO LA CRUZ PUERTO LA CRUZ ANZOATEGUI ZONA POSTAL 6023;(0424) 855-84-54;J-411848638;INTERIOR
82;DROGUERIA RORAIMA, C.A;CALLE EL CALLAO QTA MECCA NRO S/N URB PARCELAMIENTO MIRANDA CUMANA SUCRE ZONA POSTAL 6101;(0414) 797-38-70;J-501084777;INTERIOR
83;DROGUERIA JE MEDICAL C.A.;AV FRANCISCO DE MIRANDA EDIF CENTRO SEUROS LA PAZ PISO 3 LOCAL 32-A SECTOR LA CALIFORNIA CARACAS (PETARE) MIRANDA ZONA POSTAL 1071;(0424) 119-44-14;J-500160305;CARACAS
84;DROGUERIA MEDIANDES C.A;CALLE 14, ESQUINA LOCAL NRO 04 SECTOR MONSEÑOR BRICEÑO, MCPIO CARDENAS TARIBA TACHIRA ZONA POSTAL 5017;(0424) 752-64-48;J-500002769;INTERIOR
85;DROGUERIA SANTO CRISTO C.A.;CR 19 CASA NRO 16-44 BARRIO LA ROMERA SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0424) 752-64-48;J-500828586;CARACAS
86;CANDIA FARMACEUTICA, C.A.;AV ORINOCO CRUCE CON AV CUATRICENTENARIA EDIF REDA BUILDING TORRE A PISO 4 OF 04 URB VALLES DE CAMORUCO VALENCIA CARABOBO ZONA POSTAL 2001;04122958121;J405888326;CARACAS
88;DROGUERIA HOSPITALARIA SAN ISIDRO 21627 C.A;AV LOS JABILLOS CRUCE CON CALLE ANDRES BELLO EDIF RESIDENCIA EL PILAR 56 PISO 03 OF 3-A URB LA FLORIDA CARACAS DISTRITO CAPITAL ZONA POSTAL 1050;(0414) 308-24-41;J-410479795;CARACAS
89;DISTRIBUIDORA AVILA CARE, C.A;EDIFICIO CENTRO SALUD, PISO 6, LOCALES OFICINA 601 Y 602. AV. SOROCAIMA CRUCE CON AV. FRANCISCO FAJARDO. SAN BERNANDINO;(0426) 205-14-36;J-413011492;CARACAS
90;DISTUCA, C.A;CALLE MIRANDA LOCAL LOCAL NRO Nº 67-2 SECTOR SECTOR CENTRO TURMERO ARAGUA ZONA POSTAL 2115;(0412) 890-01-41;J-313167142;INTERIOR
91;DROGUERIA GOLD MEDICA PLUS, C.A.;AV LAS DELICIAS EDIF CENTRO EMPRESERIAL EUROPA PISO 3 OF 3-30 URB LA FLORESTA MARACAY ARAGUA ZONA POSTAL 2101;(0414) 572-79-34;J-501488657;INTERIOR
92;DROGUERIA PHARMACEUTICALS R R, C.A;CALLE 3-A EDIF TORRE EXPRESS PISO 7 OF 7-C URB LA URBINA CARACAS (PETARE) MIRANDA ZONA POSTAL 1073;(0424) 437-65-24;J-501122342;CARACAS
93;DROGUERIA LA VILLA, C.A;CR 10 ENTRE CALLES 8 Y 9 EDIF MENROD PISO P/B LOCAL 8-34 SECTOR CENTRO SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0424) 752-64-48;J-502424202;INTERIOR
94;DROGUERIA PHARMASTAT, C.A.;AV GARCI GONZALEZ DA SILVA EDIF C.C.I.SAMA NIVEL PB PISO PB LOCAL 11 Y 12 URB LA YAGUARA CARACAS DISTRITO CAPITAL ZONA POSTAL 1020;(0212) 471-32-44;J-306550569;CARACAS
95;MEDEX DROGUERIA, C.A.;CALLE SAN IGNACIO CASA NRO 76 URB EL HIPODROMO MARACAY ARAGUA ZONA POSTAL 2101;(0424) 336-36-85;J-412814648;INTERIOR
96;ALC PHARMA, C.A.;AV LAS DELICIAS CC CENTRO EMPRESARIAL EUROPA NIVEL 3 OF 2-32 PISO 2 URB LA FLORESTA MARACAY ARAGUA ZONA POSTAL 2102;(0412) 647-35-38;J-500312253;INTERIOR
97;INFARVEN C.A.;AV WASHINGTON EDIF CONJUNTO RESIDENCIAL EL PARAISO PISO PISO PB LOCAL 19 URB EL PARAISO CARACAS DISTRITO CAPITAL ZONA POSTAL 1020;(0414) 217-61-32;J-411208060;CARACAS
98;CORPORACION JEBC PHARMA, C.A;CALLE ESTE OESTE 101 CC EMPRESARIAL DAN-CAN NIVEL 1 LOCAL L24 SECTOR PARQUE COMERCIAL INDUSTRIAL CASTILLITO VALENCIA CARABOBO ZONA POSTAL 2005;(0414) 429-80-92;J-401872557;INTERIOR
99;DROMEDIC SM, C.A;AV 102 MONTES DE OCA, NUMERO CIVICO 89-5, PLANTA BAJA LOCAL NRO 2-A SECTOR S/N VALENCIA CARABOBO ZONA POSTAL 2001;(0412) 456-52-48;J-410833513;INTERIOR
100;DROGUERIA VENEZOLANA DEL CENTRO DROVENCENTRO. C.A.;CALLE 1 LOCAL PARCELA MGIY MGII URB ZONA INDUSTRIAL CASTILLETE LOS ARALES VALENCIA CARABOBO ZONA POSTAL 2006;(0424) 427-52-96;J-309353730;INTERIOR
101;DROGUERIA PICO BOLIVAR, C.A.;AV 2 LORA EDIF LOS COMPADRES PISO PLANTA BAJA LOCAL COMERCIAL NRO 10 SECTOR EL LLANO MERIDA MÉRIDA ZONA POSTAL 5101;(0424) 427-52-96;J-408905949;INTERIOR
102;DROGUERIA DROVEL, C.A.;AV LIBERTADOR CC EL RECREO NIVEL 2 LOCAL 2-66 ZONA INDUSTRIAL I BARQUISIMETO LARA ZONA POSTAL 3001;(0424) 556-79-50;J-313498343;INTERIOR
103;DROGUERIA AMEPACA, C.A.;AV 13 ENTRE CALLES 7 Y 8 LOCAL NRO 2 SECTOR CENTRO VALERA TRUJILLO ZONA POSTAL 3101;(0414) 074-69-69;J-309299522;INTERIOR
104;INVERSIONES TOTAL SERVICE 2015 CA;AV TRIESTRE CON MADRID EDIF YOLANDA PISO PB OF S/N ZONA INDUSTRIAL LA CALIFORNIA CARACAS (PETARE) MIRANDA ZONA POSTAL 1071;(0414) 127-19-04;J-406632228;CARACAS
105;DROGUERIA INTERCONTINENTAL C.A;AV CRUZ PERAZA LOCAL GALPON NRO 2 SECTOR LA CARBONERA MATURIN EDO. MONAGAS;(0412) 082-40-75;J-501590192;INTERIOR
106;CORPORACION METROMEDICA C.A;AV ROTARIA EDIF METROMEDICA PISO 2 OF 02 SECTOR LA
CONCORDIA SAN CRISTOBAL EDO. TACHIRA;(0276) 340-57-11;J-293936411;INTERIOR
107;DROGUERIA E INSUMOS MEDICOS MARACAIBO, C.A;AV 50. KILOMETRO 8. CARRETERA VIA PERIJA LOCAL 184-43 BARRIO LOS HIJOS DE DIOS SUR AMERICA ZULIA ZONA POSTAL 4004;(0412) 613-90-04;J-501225311;CARACAS
108;DROGUERIA SURDELAGO, C.A;AV VIA A BOBURES EDIF MARIA LUCINDA PISO P/B LOCAL 6-7 SECTOR CAJA SECA CAJA SECA ZULIA ZONA POSTAL 3156;(0412) 171-31-74;J-500930798;CARACAS
109;DROGUERIA MEDICA JOSY, C.A;AV. ORINOCO N° 17 EDIF VALLECITO PISO PB LOCAL DROGUERIA MEDICA JOSY, C.A. SECTOR LAS BRISAS ENTRE PASAJE 5 Y 6 MATURIN MONAGAS ZONA POSTAL 6201;(0414) 000-00-00;J-299883492;CARACAS
110;DROGUERIA CENTER SALUD, C.A;CALLE EL FRIO CON AVENIDA BOLIVAR CC EL FRIO NIVEL P/A LOCAL PLANTA ALTA ZONA CENTRO PUERTO LA CRUZ ANZOATEGUI ZONA POSTAL 6016;(0141) 000-00-00;J-503008865;CARACAS
111;CONCEJO MUNICIPAL DE CHACAO COMISION DE CAPITAL HUMANO;COMISION DE CAPITAL HUMANO PISO 2 EDIFICIO ATRIUM AVENIDA SOROCAIMA ENTRE AVENIDA VENEZUELA Y AVENIDA TAMANACO, URBANIZACION EL ROSAL;(0424) 181-21-56;G-200074590;CARACAS
112;DISTRIROCHI C.A;CR 6 LOCAL NRO 15-46 SECTOR CASCO CENTRAL SAN CRISTOBAL TACHIRA ZONA POSTAL 5001;(0414) 975-61-38;J-503775530;CARACAS
113;BIO PHARMA, C.A;CALLE LOPEZ AVELEDO NORTE EDIF TORRE CALICANTO PISO M1OF M1 URB. URB. CALICANTO MARACAY ARAGUA ZONA POSTAL 2101;(0141) 000-00-00;J-409941990;CARACAS
114;FARMA GUATIRE, C.A.;AV MIRANDA EDIF CENTRO CIVIVO PISO PB LOCAL S/N URB GUATIRE GUATIRE MIRANDA ZONA POSTAL 1221;(0424) 191-79-29;J-503386916;CARACAS
